,Fitness,Potencia
0,1065.9,150.0
1,1065.9,156.077048703
2,1036.0009203812401,160.3038228894042
3,1015.2051913841315,163.52652744142685
4,999.3494849881799,164.57127799188214
5,994.2093122799397,163.5618759971612
6,999.175570093967,161.71234129288544
7,1008.2752808390037,160.29669690996707
8,1015.2402512029621,159.48917868197847
9,1019.213240884666,159.0281798072894
10,1021.4813553481363,158.75707384012998
11,1022.8151967065605,158.59781886578406
12,1023.5987311803424,158.50856175226295
13,1024.0378761788663,158.4647349291856
14,1024.2535041484068,158.45026325305997
15,1024.3247047949449,158.45469058778588
16,1024.3029223080935,158.4710613677281
17,1024.2223780707777,158.4946977306631
18,1024.1060871651375,158.52243911763156
19,1023.9695995412526,158.5521555277191
20,1023.823394803622,158.58240416667837
21,1023.6745714999424,158.61204591084814
22,1023.5287341186272,158.64050329300912
23,1023.3887237983952,158.6674190814561
24,1023.2562981192359,158.69258453598914
25,1023.1324840829334,158.71605914379344
26,1023.0169890125362,158.7377363211988
27,1022.910337299702,158.75413071599093
28,1022.8296768773248,158.77258039645048
29,1022.7389044494635,158.7890749660866
30,1022.6577511668538,158.8037212387445
31,1022.5856915053771,158.81785811724635
32,1022.516138063148,158.82949643870532
33,1022.4588775215698,158.83978847603737
34,1022.408240697896,158.8487942631836
35,1022.3639322251365,158.85657793189532
36,1022.3256365750749,158.86320126226457
37,1022.2930497896582,158.8691680853427
38,1022.2636930201138,158.87437871538754
39,1022.2380567202933,158.8786999280792
40,1022.2167963538504,158.881202945666
41,1022.2044815073232,158.88314241831202
42,1022.1949393019049,158.88447670715428
43,1022.1883746008009,158.88518785297535
44,1022.1848757633611,158.88527451019706
45,1022.1844494098304,158.88534650081934
46,1022.1840952159687,158.8845019888345
47,1022.1882502149342,158.88271673709744
48,1022.1970336534805,158.88044040592547
49,1022.2082332028467,158.87707475821963
50,1022.2247921895594,158.87393186183132
51,1022.2402552397898,158.87031853526867
52,1022.2580328064782,158.8661064867405
53,1022.2787560852366,158.86137754547548
54,1022.3020224762606,158.85617090494793
55,1022.3276391476561,158.8506557990169
56,1022.3547734688368,158.84484929967078
57,1022.3833414456199,158.83869353287622
58,1022.4136278182491,158.8322318870394
59,1022.4454191157661,158.82583695487997
60,1022.4768821819905,158.8191764426358
61,1022.5096519022318,158.81184712492433
62,1022.5457121453724,158.8048204601356
63,1022.5802833361329,158.79738003091902
64,1022.6168902478785,158.789942654686
65,1022.6534821389448,158.78254609738073
66,1022.6898732008867,158.7749667399001
67,1022.7271636396915,158.76722584450886
68,1022.7652488450165,158.75906674346098
69,1022.805391622172,158.75074294642056
70,1022.8463447036108,158.74228789439394
71,1022.8879435595818,158.7337282731295
72,1022.930056896203,158.72508571895034
73,1022.9725782627643,158.7162642997628
74,1023.0159796451671,158.70752298773954
75,1023.0589869003215,158.6987409862278
76,1023.1021943477592,158.69004490409546
77,1023.1449790718502,158.68137657331226
78,1023.1876272593036,158.67266214819796
79,1023.230502230866,158.66382059774557
80,1023.2740026590918,158.65498334729745
81,1023.3174819312967,158.64615754955713
82,1023.3609048561789,158.63734914136612
83,1023.4042422244788,158.6285633906409
84,1023.4474681180468,158.61980026419522
85,1023.4905827001594,158.61198361184697
86,1023.5290406297129,158.60315769760234
87,1023.5724641277966,158.5943319596431
88,1023.6158867585559,158.58564366012973
89,1023.6586331921617,158.57837842101617
90,1023.6943781686005,158.56961775295284
91,1023.7374806554722,158.5609890767288
92,1023.7799337424944,158.55245803872754
93,1023.8219064494606,158.54401735055197
94,1023.8634346352842,158.53565980179172
95,1023.9045537751847,158.52738151867788
96,1023.9452829281049,158.51920777472668
97,1023.9854977483446,158.51111003533921
98,1024.025338626131,158.50302875539487
99,1024.0650985234572,158.49511106620022
100,1024.1040535542948,158.48720858343006
101,1024.142933769524,151.17751197183674
102,1060.1066410985632,151.81280814383396
103,1056.980983932337,152.3215219931878
104,1054.478111793516,152.7190537502838
105,1052.5222555486039,153.03167449605746
106,1050.9841614793972,153.27822919440334
107,1049.7711123635356,153.47324619726473
108,1048.8116287094576,153.6275552410848
109,1048.0524282138626,153.74973413838248
110,1047.4513080391582,153.84637527071618
111,1046.9758336680763,153.92285665627682
112,1046.599545251118,153.98334954870575
113,1046.3019202203677,154.03096449852666
114,1046.067654667249,154.06823804722987
115,1045.884268807629,154.09715585620341
116,1045.7419931874792,154.11924969492674
117,1045.6332915009605,154.13598777877039
118,1045.5509401284498,154.14828951344816
119,1045.490415593835,154.15697791136157
120,1045.447668676101,154.16271019892545
121,1045.4194658212868,154.16602485677302
122,1045.4031577046767,154.1673617862014
123,1045.396580011889,154.16707857570006
124,1045.3979734075556,154.16546381104055
125,1045.4059180496806,154.16275463149032
126,1045.4192472130676,154.15905129669744
127,1045.4374676202485,154.1546206603549
128,1045.4592663510539,154.14961814284865
129,1045.4838787371846,154.1439749189649
130,1045.5116433986927,154.13795468065055
131,1045.5412629711993,154.1317177169628
132,1045.571948832543,154.12521467974605
133,1045.6039437756494,154.11849385114468
134,1045.6370102523683,154.11159306253776
135,1045.6709621323143,154.10454901838588
136,1045.7056188295414,154.09738782528055
137,1045.7408518996197,154.0901337045021
138,1045.7765421738495,154.0828072458949
139,1045.812588350197,154.07543164827146
140,1045.8488762905044,154.0680162536586
141,1045.8853600319997,154.06057351079133
142,1045.9219783269068,154.0531142041343
143,1045.9586781156593,154.04564766856208
144,1045.9954134706745,154.03811739993978
145,1046.032462392296,154.0304390086492
146,1046.0702400774458,154.0228412374649
147,1046.1076211116729,154.01532021323345
148,1046.1446245508914,154.00789835620952
149,1046.181140087449,154.00040924119574
150,1046.217986533317,153.9930554730315
151,1046.254167072685,153.985046950241
152,1046.2935690048143,153.97720384028437
153,1046.332157105801,153.97023643415736
154,1046.3664367439458,153.96240746608328
155,1046.4049552668703,153.95472904706062
156,1046.4427330884619,153.94735372601195
157,1046.479019668021,153.94008074599898
158,1046.514802729685,153.93290425869043
159,1046.550111047243,153.92637098244714
